,state,fips,cases,deaths,employed-sugar-intake-daily,Winning Party,Democrats,Republicans
3870,Nebraska,31,482305,4234,31.1,Republicans,0,1
3871,Nebraska,31,482305,4234,31.1,Republicans,0,1
3872,Nebraska,31,482305,4234,31.1,Republicans,0,1
3873,Nebraska,31,482305,4234,31.1,Republicans,0,1
3874,Nebraska,31,483133,4240,31.1,Republicans,0,1
3875,Nebraska,31,483133,4240,31.1,Republicans,0,1
3876,Nebraska,31,483783,4240,31.1,Republicans,0,1
3877,Nebraska,31,484085,4240,31.1,Republicans,0,1
3878,Nebraska,31,484085,4240,31.1,Republicans,0,1
3879,Nebraska,31,484085,4240,31.1,Republicans,0,1
3880,Nebraska,31,484085,4240,31.1,Republicans,0,1
3881,Nebraska,31,484085,4240,31.1,Republicans,0,1
3882,Nebraska,31,485377,4275,31.1,Republicans,0,1
3883,Nebraska,31,485756,4284,31.1,Republicans,0,1
3884,Nebraska,31,485756,4284,31.1,Republicans,0,1
3885,Nebraska,31,485756,4284,31.1,Republicans,0,1
3886,Nebraska,31,485756,4284,31.1,Republicans,0,1
3887,Nebraska,31,485756,4284,31.1,Republicans,0,1
3888,Nebraska,31,487104,4288,31.1,Republicans,0,1
3889,Nebraska,31,487599,4290,31.1,Republicans,0,1
3890,Nebraska,31,488110,4294,31.1,Republicans,0,1
3891,Nebraska,31,488110,4294,31.1,Republicans,0,1
3892,Nebraska,31,488110,4294,31.1,Republicans,0,1
3893,Nebraska,31,488110,4294,31.1,Republicans,0,1
3894,Nebraska,31,488110,4294,31.1,Republicans,0,1
3895,Nebraska,31,489990,4306,31.1,Republicans,0,1
3896,Nebraska,31,490486,4315,31.1,Republicans,0,1
3897,Nebraska,31,490929,4326,31.1,Republicans,0,1
3898,Nebraska,31,491350,4323,31.1,Republicans,0,1
3899,Nebraska,31,491350,4323,31.1,Republicans,0,1
3900,Nebraska,31,491350,4323,31.1,Republicans,0,1
3901,Nebraska,31,491350,4323,31.1,Republicans,0,1
3902,Nebraska,31,492292,4329,31.1,Republicans,0,1
3903,Nebraska,31,492873,4329,31.1,Republicans,0,1
3904,Nebraska,31,493553,4330,31.1,Republicans,0,1
3905,Nebraska,31,494031,4330,31.1,Republicans,0,1
3906,Nebraska,31,494031,4330,31.1,Republicans,0,1
3907,Nebraska,31,494031,4330,31.1,Republicans,0,1
3908,Nebraska,31,494031,4330,31.1,Republicans,0,1
3909,Nebraska,31,495361,4330,31.1,Republicans,0,1
3910,Nebraska,31,495896,4330,31.1,Republicans,0,1
3911,Nebraska,31,496506,4332,31.1,Republicans,0,1
3912,Nebraska,31,497100,4334,31.1,Republicans,0,1
3913,Nebraska,31,497100,4334,31.1,Republicans,0,1
3914,Nebraska,31,497100,4334,31.1,Republicans,0,1
3915,Nebraska,31,497100,4334,31.1,Republicans,0,1
3916,Nebraska,31,497100,4334,31.1,Republicans,0,1
3917,Nebraska,31,497100,4334,31.1,Republicans,0,1
3918,Nebraska,31,500056,4334,31.1,Republicans,0,1
3919,Nebraska,31,500574,4342,31.1,Republicans,0,1
3920,Nebraska,31,500574,4342,31.1,Republicans,0,1
3921,Nebraska,31,500574,4342,31.1,Republicans,0,1
3922,Nebraska,31,500574,4342,31.1,Republicans,0,1
3923,Nebraska,31,500574,4342,31.1,Republicans,0,1
3924,Nebraska,31,500574,4342,31.1,Republicans,0,1
3925,Nebraska,31,503390,4344,31.1,Republicans,0,1
3926,Nebraska,31,504109,4345,31.1,Republicans,0,1
3927,Nebraska,31,504109,4345,31.1,Republicans,0,1
3928,Nebraska,31,504109,4345,31.1,Republicans,0,1
3929,Nebraska,31,504109,4345,31.1,Republicans,0,1
3930,Nebraska,31,506223,4347,31.1,Republicans,0,1
3931,Nebraska,31,506899,4356,31.1,Republicans,0,1
3932,Nebraska,31,507506,4357,31.1,Republicans,0,1
3933,Nebraska,31,508139,4363,31.1,Republicans,0,1
3934,Nebraska,31,508139,4363,31.1,Republicans,0,1
3935,Nebraska,31,508139,4363,31.1,Republicans,0,1
3936,Nebraska,31,508139,4363,31.1,Republicans,0,1
3937,Nebraska,31,510041,4363,31.1,Republicans,0,1
3938,Nebraska,31,510735,4363,31.1,Republicans,0,1
3939,Nebraska,31,511380,4363,31.1,Republicans,0,1
3940,Nebraska,31,511738,4363,31.1,Republicans,0,1
3941,Nebraska,31,511738,4363,31.1,Republicans,0,1
3942,Nebraska,31,511738,4363,31.1,Republicans,0,1
3943,Nebraska,31,511738,4363,31.1,Republicans,0,1
3944,Nebraska,31,514065,4366,31.1,Republicans,0,1
3945,Nebraska,31,514698,4366,31.1,Republicans,0,1
3946,Nebraska,31,515287,4366,31.1,Republicans,0,1
3947,Nebraska,31,515858,4366,31.1,Republicans,0,1
3948,Nebraska,31,515858,4366,31.1,Republicans,0,1
3949,Nebraska,31,515858,4366,31.1,Republicans,0,1
3950,Nebraska,31,515858,4366,31.1,Republicans,0,1
3951,Nebraska,31,515858,4366,31.1,Republicans,0,1
3952,Nebraska,31,518268,4370,31.1,Republicans,0,1
3953,Nebraska,31,518936,4370,31.1,Republicans,0,1
3954,Nebraska,31,519584,4370,31.1,Republicans,0,1
3955,Nebraska,31,519584,4370,31.1,Republicans,0,1
3956,Nebraska,31,519584,4370,31.1,Republicans,0,1
3957,Nebraska,31,519584,4370,31.1,Republicans,0,1
3958,Nebraska,31,521060,4373,31.1,Republicans,0,1
3959,Nebraska,31,521602,4374,31.1,Republicans,0,1
3960,Nebraska,31,521706,4374,31.1,Republicans,0,1
3961,Nebraska,31,522491,4394,31.1,Republicans,0,1
3962,Nebraska,31,522491,4394,31.1,Republicans,0,1
3963,Nebraska,31,522491,4394,31.1,Republicans,0,1
3964,Nebraska,31,522491,4394,31.1,Republicans,0,1
3965,Nebraska,31,522491,4394,31.1,Republicans,0,1
3966,Nebraska,31,524339,4432,31.1,Republicans,0,1
3967,Nebraska,31,524339,4432,31.1,Republicans,0,1
3968,Nebraska,31,525171,4445,31.1,Republicans,0,1
3969,Nebraska,31,525171,4445,31.1,Republicans,0,1
3970,Nebraska,31,525171,4445,31.1,Republicans,0,1
3971,Nebraska,31,525171,4445,31.1,Republicans,0,1
3972,Nebraska,31,526597,4449,31.1,Republicans,0,1
3973,Nebraska,31,527056,4454,31.1,Republicans,0,1
3974,Nebraska,31,527506,4454,31.1,Republicans,0,1
3975,Nebraska,31,527989,4455,31.1,Republicans,0,1
3976,Nebraska,31,527989,4455,31.1,Republicans,0,1
3977,Nebraska,31,527989,4455,31.1,Republicans,0,1
3978,Nebraska,31,527989,4455,31.1,Republicans,0,1
3979,Nebraska,31,529353,4455,31.1,Republicans,0,1
3980,Nebraska,31,529808,4455,31.1,Republicans,0,1
3981,Nebraska,31,530373,4455,31.1,Republicans,0,1
3982,Nebraska,31,530925,4455,31.1,Republicans,0,1
3983,Nebraska,31,530925,4455,31.1,Republicans,0,1
3984,Nebraska,31,530925,4455,31.1,Republicans,0,1
3985,Nebraska,31,530925,4455,31.1,Republicans,0,1
3986,Nebraska,31,531952,4455,31.1,Republicans,0,1
3987,Nebraska,31,532298,4461,31.1,Republicans,0,1
3988,Nebraska,31,532733,4472,31.1,Republicans,0,1
3989,Nebraska,31,533046,4488,31.1,Republicans,0,1
3990,Nebraska,31,533046,4488,31.1,Republicans,0,1
3991,Nebraska,31,533046,4488,31.1,Republicans,0,1
3992,Nebraska,31,533046,4488,31.1,Republicans,0,1
3993,Nebraska,31,534044,4490,31.1,Republicans,0,1
3994,Nebraska,31,534299,4490,31.1,Republicans,0,1
3995,Nebraska,31,534299,4490,31.1,Republicans,0,1
3996,Nebraska,31,534818,4490,31.1,Republicans,0,1
3997,Nebraska,31,534818,4490,31.1,Republicans,0,1
3998,Nebraska,31,534818,4490,31.1,Republicans,0,1
3999,Nebraska,31,534818,4490,31.1,Republicans,0,1
4000,Nebraska,31,535595,4490,31.1,Republicans,0,1
4001,Nebraska,31,535877,4490,31.1,Republicans,0,1
4002,Nebraska,31,536073,4490,31.1,Republicans,0,1
4003,Nebraska,31,536242,4507,31.1,Republicans,0,1
4004,Nebraska,31,536242,4507,31.1,Republicans,0,1
4005,Nebraska,31,536242,4507,31.1,Republicans,0,1
4006,Nebraska,31,536242,4507,31.1,Republicans,0,1
4007,Nebraska,31,536845,4514,31.1,Republicans,0,1
4008,Nebraska,31,537089,4523,31.1,Republicans,0,1
4009,Nebraska,31,537243,4536,31.1,Republicans,0,1
4010,Nebraska,31,537466,4542,31.1,Republicans,0,1
4011,Nebraska,31,537466,4542,31.1,Republicans,0,1
4012,Nebraska,31,537466,4542,31.1,Republicans,0,1
4013,Nebraska,31,537466,4542,31.1,Republicans,0,1
4014,Nebraska,31,537466,4542,31.1,Republicans,0,1
4015,Nebraska,31,538146,4548,31.1,Republicans,0,1
4016,Nebraska,31,538339,4548,31.1,Republicans,0,1
4017,Nebraska,31,538494,4551,31.1,Republicans,0,1
4018,Nebraska,31,538494,4551,31.1,Republicans,0,1
4019,Nebraska,31,538494,4551,31.1,Republicans,0,1
4020,Nebraska,31,538494,4551,31.1,Republicans,0,1
4021,Nebraska,31,538917,4551,31.1,Republicans,0,1
4022,Nebraska,31,538917,4551,31.1,Republicans,0,1
4023,Nebraska,31,539389,4552,31.1,Republicans,0,1
4024,Nebraska,31,539389,4552,31.1,Republicans,0,1
4025,Nebraska,31,539389,4552,31.1,Republicans,0,1
4026,Nebraska,31,539389,4552,31.1,Republicans,0,1
4027,Nebraska,31,539389,4552,31.1,Republicans,0,1
4028,Nebraska,31,539389,4552,31.1,Republicans,0,1
4029,Nebraska,31,540345,4559,31.1,Republicans,0,1
4030,Nebraska,31,540345,4559,31.1,Republicans,0,1
4031,Nebraska,31,540345,4559,31.1,Republicans,0,1
4032,Nebraska,31,540345,4559,31.1,Republicans,0,1
4033,Nebraska,31,540345,4559,31.1,Republicans,0,1
4034,Nebraska,31,540345,4559,31.1,Republicans,0,1
4035,Nebraska,31,540345,4559,31.1,Republicans,0,1
4036,Nebraska,31,540345,4559,31.1,Republicans,0,1
4037,Nebraska,31,540345,4559,31.1,Republicans,0,1
4038,Nebraska,31,535012,4550,31.1,Republicans,0,1
4039,Nebraska,31,535012,4550,31.1,Republicans,0,1
4040,Nebraska,31,535012,4550,31.1,Republicans,0,1
4041,Nebraska,31,535139,4550,31.1,Republicans,0,1
4042,Nebraska,31,535265,4550,31.1,Republicans,0,1
4043,Nebraska,31,535305,4550,31.1,Republicans,0,1
4044,Nebraska,31,535394,4562,31.1,Republicans,0,1
4045,Nebraska,31,536296,4562,31.1,Republicans,0,1
4046,Nebraska,31,536296,4562,31.1,Republicans,0,1
4047,Nebraska,31,536296,4562,31.1,Republicans,0,1
4048,Nebraska,31,536456,4562,31.1,Republicans,0,1
4049,Nebraska,31,536548,4562,31.1,Republicans,0,1
4050,Nebraska,31,536642,4563,31.1,Republicans,0,1
4051,Nebraska,31,537129,4606,31.1,Republicans,0,1
4052,Nebraska,31,538374,4606,31.1,Republicans,0,1
4053,Utah,49,1,0,30.3,Republicans,0,1
4054,Utah,49,1,0,30.3,Republicans,0,1
4055,Utah,49,1,0,30.3,Republicans,0,1
4056,Utah,49,1,0,30.3,Republicans,0,1
4057,Utah,49,1,0,30.3,Republicans,0,1
4058,Utah,49,1,0,30.3,Republicans,0,1
4059,Utah,49,1,0,30.3,Republicans,0,1
4060,Utah,49,1,0,30.3,Republicans,0,1
4061,Utah,49,1,0,30.3,Republicans,0,1
4062,Utah,49,1,0,30.3,Republicans,0,1
4063,Utah,49,3,0,30.3,Republicans,0,1
4064,Utah,49,3,0,30.3,Republicans,0,1
4065,Utah,49,3,0,30.3,Republicans,0,1
4066,Utah,49,3,0,30.3,Republicans,0,1
4067,Utah,49,4,0,30.3,Republicans,0,1
4068,Utah,49,5,0,30.3,Republicans,0,1
4069,Utah,49,7,0,30.3,Republicans,0,1
4070,Utah,49,7,0,30.3,Republicans,0,1
4071,Utah,49,21,0,30.3,Republicans,0,1
4072,Utah,49,29,0,30.3,Republicans,0,1
4073,Utah,49,40,0,30.3,Republicans,0,1
4074,Utah,49,51,0,30.3,Republicans,0,1
4075,Utah,49,65,0,30.3,Republicans,0,1
4076,Utah,49,80,0,30.3,Republicans,0,1
4077,Utah,49,112,0,30.3,Republicans,0,1
4078,Utah,49,138,0,30.3,Republicans,0,1
4079,Utah,49,182,1,30.3,Republicans,0,1
4080,Utah,49,257,1,30.3,Republicans,0,1
4081,Utah,49,299,1,30.3,Republicans,0,1
4082,Utah,49,346,1,30.3,Republicans,0,1
4083,Utah,49,402,1,30.3,Republicans,0,1
4084,Utah,49,480,2,30.3,Republicans,0,1
4085,Utah,49,608,2,30.3,Republicans,0,1
4086,Utah,49,719,2,30.3,Republicans,0,1
4087,Utah,49,806,4,30.3,Republicans,0,1
4088,Utah,49,887,5,30.3,Republicans,0,1
4089,Utah,49,1012,7,30.3,Republicans,0,1
4090,Utah,49,1077,7,30.3,Republicans,0,1
4091,Utah,49,1248,7,30.3,Republicans,0,1
4092,Utah,49,1426,8,30.3,Republicans,0,1
4093,Utah,49,1618,8,30.3,Republicans,0,1
4094,Utah,49,1662,13,30.3,Republicans,0,1
4095,Utah,49,1737,13,30.3,Republicans,0,1
4096,Utah,49,1860,13,30.3,Republicans,0,1
4097,Utah,49,1980,13,30.3,Republicans,0,1
4098,Utah,49,2103,17,30.3,Republicans,0,1
4099,Utah,49,2208,18,30.3,Republicans,0,1
4100,Utah,49,2305,18,30.3,Republicans,0,1
4101,Utah,49,2368,18,30.3,Republicans,0,1
4102,Utah,49,2420,19,30.3,Republicans,0,1
4103,Utah,49,2549,20,30.3,Republicans,0,1
4104,Utah,49,2687,21,30.3,Republicans,0,1
4105,Utah,49,2813,23,30.3,Republicans,0,1
4106,Utah,49,2942,25,30.3,Republicans,0,1
4107,Utah,49,3071,27,30.3,Republicans,0,1
4108,Utah,49,3213,28,30.3,Republicans,0,1
4109,Utah,49,3301,32,30.3,Republicans,0,1
4110,Utah,49,3451,34,30.3,Republicans,0,1
4111,Utah,49,3621,35,30.3,Republicans,0,1
4112,Utah,49,3782,39,30.3,Republicans,0,1
4113,Utah,49,3950,41,30.3,Republicans,0,1
4114,Utah,49,4123,41,30.3,Republicans,0,1
4115,Utah,49,4236,41,30.3,Republicans,0,1
4116,Utah,49,4343,45,30.3,Republicans,0,1
4117,Utah,49,4499,45,30.3,Republicans,0,1
4118,Utah,49,4672,46,30.3,Republicans,0,1
4119,Utah,49,4829,46,30.3,Republicans,0,1
4120,Utah,49,4981,49,30.3,Republicans,0,1
4121,Utah,49,5175,50,30.3,Republicans,0,1
4122,Utah,49,5326,50,30.3,Republicans,0,1
4123,Utah,49,5449,56,30.3,Republicans,0,1
4124,Utah,49,5605,59,30.3,Republicans,0,1
4125,Utah,49,5724,61,30.3,Republicans,0,1
4126,Utah,49,5919,61,30.3,Republicans,0,1
4127,Utah,49,6103,66,30.3,Republicans,0,1
4128,Utah,49,6251,67,30.3,Republicans,0,1
4129,Utah,49,6364,68,30.3,Republicans,0,1
4130,Utah,49,6454,73,30.3,Republicans,0,1
4131,Utah,49,6624,76,30.3,Republicans,0,1
4132,Utah,49,6760,76,30.3,Republicans,0,1
4133,Utah,49,6930,77,30.3,Republicans,0,1
4134,Utah,49,7068,78,30.3,Republicans,0,1
4135,Utah,49,7238,80,30.3,Republicans,0,1
4136,Utah,49,7384,80,30.3,Republicans,0,1
4137,Utah,49,7530,88,30.3,Republicans,0,1
4138,Utah,49,7717,90,30.3,Republicans,0,1
4139,Utah,49,7876,92,30.3,Republicans,0,1
4140,Utah,49,8057,93,30.3,Republicans,0,1
4141,Utah,49,8260,97,30.3,Republicans,0,1
4142,Utah,49,8392,97,30.3,Republicans,0,1
4143,Utah,49,8521,98,30.3,Republicans,0,1
4144,Utah,49,8622,101,30.3,Republicans,0,1
4145,Utah,49,8710,105,30.3,Republicans,0,1
4146,Utah,49,8953,106,30.3,Republicans,0,1
4147,Utah,49,9282,107,30.3,Republicans,0,1
4148,Utah,49,9551,112,30.3,Republicans,0,1
4149,Utah,49,9829,113,30.3,Republicans,0,1
4150,Utah,49,10026,113,30.3,Republicans,0,1
4151,Utah,49,10237,113,30.3,Republicans,0,1
4152,Utah,49,10558,117,30.3,Republicans,0,1
4153,Utah,49,10858,117,30.3,Republicans,0,1
4154,Utah,49,11344,120,30.3,Republicans,0,1
4155,Utah,49,11866,121,30.3,Republicans,0,1
4156,Utah,49,12084,121,30.3,Republicans,0,1
4157,Utah,49,12378,124,30.3,Republicans,0,1
4158,Utah,49,12639,127,30.3,Republicans,0,1
4159,Utah,49,12982,128,30.3,Republicans,0,1
4160,Utah,49,13366,131,30.3,Republicans,0,1
4161,Utah,49,13681,139,30.3,Republicans,0,1
4162,Utah,49,14061,139,30.3,Republicans,0,1
4163,Utah,49,14313,139,30.3,Republicans,0,1
4164,Utah,49,14757,143,30.3,Republicans,0,1
4165,Utah,49,15077,145,30.3,Republicans,0,1
4166,Utah,49,15464,149,30.3,Republicans,0,1
4167,Utah,49,16015,152,30.3,Republicans,0,1
4168,Utah,49,16585,155,30.3,Republicans,0,1
4169,Utah,49,17173,155,30.3,Republicans,0,1
4170,Utah,49,17567,158,30.3,Republicans,0,1
4171,Utah,49,18035,158,30.3,Republicans,0,1
4172,Utah,49,18454,163,30.3,Republicans,0,1
4173,Utah,49,18915,163,30.3,Republicans,0,1
4174,Utah,49,19544,164,30.3,Republicans,0,1
4175,Utah,49,20218,166,30.3,Republicans,0,1
4176,Utah,49,20735,167,30.3,Republicans,0,1
4177,Utah,49,21155,167,30.3,Republicans,0,1
4178,Utah,49,21818,168,30.3,Republicans,0,1
4179,Utah,49,22364,172,30.3,Republicans,0,1
4180,Utah,49,22864,173,30.3,Republicans,0,1
4181,Utah,49,23466,176,30.3,Republicans,0,1
4182,Utah,49,24070,181,30.3,Republicans,0,1
4183,Utah,49,24717,181,30.3,Republicans,0,1
4184,Utah,49,25005,184,30.3,Republicans,0,1
4185,Utah,49,25653,190,30.3,Republicans,0,1
4186,Utah,49,26203,194,30.3,Republicans,0,1
4187,Utah,49,26921,201,30.3,Republicans,0,1
4188,Utah,49,27632,205,30.3,Republicans,0,1
4189,Utah,49,28452,207,30.3,Republicans,0,1
4190,Utah,49,29071,212,30.3,Republicans,0,1
4191,Utah,49,29552,215,30.3,Republicans,0,1
4192,Utah,49,30282,216,30.3,Republicans,0,1
4193,Utah,49,30774,226,30.3,Republicans,0,1
4194,Utah,49,31228,233,30.3,Republicans,0,1
4195,Utah,49,31908,234,30.3,Republicans,0,1
4196,Utah,49,32572,238,30.3,Republicans,0,1
4197,Utah,49,33430,243,30.3,Republicans,0,1
4198,Utah,49,34117,243,30.3,Republicans,0,1
4199,Utah,49,34526,249,30.3,Republicans,0,1
4200,Utah,49,35089,255,30.3,Republicans,0,1
4201,Utah,49,35677,262,30.3,Republicans,0,1
4202,Utah,49,36178,271,30.3,Republicans,0,1
4203,Utah,49,37063,277,30.3,Republicans,0,1
4204,Utah,49,37623,278,30.3,Republicans,0,1
4205,Utah,49,37973,278,30.3,Republicans,0,1
4206,Utah,49,38439,285,30.3,Republicans,0,1
4207,Utah,49,38877,290,30.3,Republicans,0,1
4208,Utah,49,39339,297,30.3,Republicans,0,1
4209,Utah,49,39714,303,30.3,Republicans,0,1
4210,Utah,49,40258,308,30.3,Republicans,0,1
4211,Utah,49,40754,312,30.3,Republicans,0,1
4212,Utah,49,41175,313,30.3,Republicans,0,1
4213,Utah,49,41571,317,30.3,Republicans,0,1
4214,Utah,49,42018,324,30.3,Republicans,0,1
4215,Utah,49,42478,330,30.3,Republicans,0,1
4216,Utah,49,43032,332,30.3,Republicans,0,1
4217,Utah,49,43530,337,30.3,Republicans,0,1
4218,Utah,49,43821,336,30.3,Republicans,0,1
4219,Utah,49,44130,337,30.3,Republicans,0,1
4220,Utah,49,44487,346,30.3,Republicans,0,1
4221,Utah,49,44836,350,30.3,Republicans,0,1
4222,Utah,49,45181,355,30.3,Republicans,0,1
4223,Utah,49,45537,358,30.3,Republicans,0,1
4224,Utah,49,46048,362,30.3,Republicans,0,1
4225,Utah,49,46413,364,30.3,Republicans,0,1
4226,Utah,49,46652,364,30.3,Republicans,0,1
4227,Utah,49,46936,366,30.3,Republicans,0,1
4228,Utah,49,47285,372,30.3,Republicans,0,1
4229,Utah,49,47647,379,30.3,Republicans,0,1
4230,Utah,49,48103,384,30.3,Republicans,0,1
4231,Utah,49,48616,385,30.3,Republicans,0,1
4232,Utah,49,48950,387,30.3,Republicans,0,1
4233,Utah,49,49125,387,30.3,Republicans,0,1
4234,Utah,49,49451,391,30.3,Republicans,0,1
4235,Utah,49,49870,398,30.3,Republicans,0,1
4236,Utah,49,50298,404,30.3,Republicans,0,1
4237,Utah,49,50668,404,30.3,Republicans,0,1
4238,Utah,49,51071,408,30.3,Republicans,0,1
4239,Utah,49,51486,408,30.3,Republicans,0,1
4240,Utah,49,51854,408,30.3,Republicans,0,1
4241,Utah,49,52166,409,30.3,Republicans,0,1
4242,Utah,49,52505,410,30.3,Republicans,0,1
4243,Utah,49,52950,414,30.3,Republicans,0,1
4244,Utah,49,53412,416,30.3,Republicans,0,1
4245,Utah,49,53940,420,30.3,Republicans,0,1
4246,Utah,49,54364,421,30.3,Republicans,0,1
4247,Utah,49,54660,423,30.3,Republicans,0,1
4248,Utah,49,55052,424,30.3,Republicans,0,1
4249,Utah,49,55424,426,30.3,Republicans,0,1
4250,Utah,49,55730,428,30.3,Republicans,0,1
4251,Utah,49,56182,431,30.3,Republicans,0,1
4252,Utah,49,56789,433,30.3,Republicans,0,1
4253,Utah,49,57276,434,30.3,Republicans,0,1
4254,Utah,49,57892,434,30.3,Republicans,0,1
4255,Utah,49,58451,436,30.3,Republicans,0,1
4256,Utah,49,59017,436,30.3,Republicans,0,1
4257,Utah,49,59770,437,30.3,Republicans,0,1
4258,Utah,49,60662,437,30.3,Republicans,0,1
4259,Utah,49,61786,437,30.3,Republicans,0,1
4260,Utah,49,62893,440,30.3,Republicans,0,1
4261,Utah,49,63774,440,30.3,Republicans,0,1
4262,Utah,49,64404,441,30.3,Republicans,0,1
4263,Utah,49,65058,443,30.3,Republicans,0,1
4264,Utah,49,65948,444,30.3,Republicans,0,1
4265,Utah,49,67167,444,30.3,Republicans,0,1
4266,Utah,49,68537,448,30.3,Republicans,0,1
4267,Utah,49,69556,448,30.3,Republicans,0,1
4268,Utah,49,70616,453,30.3,Republicans,0,1
4269,Utah,49,71442,453,30.3,Republicans,0,1
4270,Utah,49,72136,457,30.3,Republicans,0,1
4271,Utah,49,73053,460,30.3,Republicans,0,1
4272,Utah,49,74099,460,30.3,Republicans,0,1
4273,Utah,49,75175,474,30.3,Republicans,0,1
4274,Utah,49,76231,476,30.3,Republicans,0,1
4275,Utah,49,77618,478,30.3,Republicans,0,1
4276,Utah,49,78733,483,30.3,Republicans,0,1
4277,Utah,49,79449,489,30.3,Republicans,0,1
4278,Utah,49,80522,499,30.3,Republicans,0,1
4279,Utah,49,81975,504,30.3,Republicans,0,1
4280,Utah,49,83307,508,30.3,Republicans,0,1
4281,Utah,49,84697,512,30.3,Republicans,0,1
4282,Utah,49,85844,518,30.3,Republicans,0,1
4283,Utah,49,86879,524,30.3,Republicans,0,1
4284,Utah,49,87825,524,30.3,Republicans,0,1
4285,Utah,49,89018,529,30.3,Republicans,0,1
4286,Utah,49,90488,531,30.3,Republicans,0,1
4287,Utah,49,91966,539,30.3,Republicans,0,1
4288,Utah,49,93297,541,30.3,Republicans,0,1
4289,Utah,49,94394,544,30.3,Republicans,0,1
4290,Utah,49,95572,547,30.3,Republicans,0,1
4291,Utah,49,96643,552,30.3,Republicans,0,1
4292,Utah,49,98037,558,30.3,Republicans,0,1
4293,Utah,49,99563,563,30.3,Republicans,0,1
4294,Utah,49,101574,567,30.3,Republicans,0,1
4295,Utah,49,103137,568,30.3,Republicans,0,1
4296,Utah,49,105053,572,30.3,Republicans,0,1
4297,Utah,49,106083,575,30.3,Republicans,0,1
4298,Utah,49,107246,579,30.3,Republicans,0,1
4299,Utah,49,108863,588,30.3,Republicans,0,1
4300,Utah,49,110666,598,30.3,Republicans,0,1
4301,Utah,49,112932,601,30.3,Republicans,0,1
4302,Utah,49,114670,604,30.3,Republicans,0,1
4303,Utah,49,116510,614,30.3,Republicans,0,1
4304,Utah,49,117767,614,30.3,Republicans,0,1
4305,Utah,49,119375,620,30.3,Republicans,0,1
4306,Utah,49,121563,625,30.3,Republicans,0,1
4307,Utah,49,124366,632,30.3,Republicans,0,1
4308,Utah,49,127294,649,30.3,Republicans,0,1
4309,Utah,49,130238,658,30.3,Republicans,0,1
4310,Utah,49,132621,659,30.3,Republicans,0,1
4311,Utah,49,134868,661,30.3,Republicans,0,1
4312,Utah,49,137523,672,30.3,Republicans,0,1
4313,Utah,49,139815,678,30.3,Republicans,0,1
4314,Utah,49,143639,689,30.3,Republicans,0,1
4315,Utah,49,146155,703,30.3,Republicans,0,1
4316,Utah,49,151141,712,30.3,Republicans,0,1
4317,Utah,49,153808,718,30.3,Republicans,0,1
4318,Utah,49,155779,725,30.3,Republicans,0,1
4319,Utah,49,159006,734,30.3,Republicans,0,1
4320,Utah,49,162091,742,30.3,Republicans,0,1
4321,Utah,49,166040,758,30.3,Republicans,0,1
4322,Utah,49,170644,776,30.3,Republicans,0,1
4323,Utah,49,173987,789,30.3,Republicans,0,1
4324,Utah,49,177176,793,30.3,Republicans,0,1
4325,Utah,49,179420,799,30.3,Republicans,0,1
4326,Utah,49,182121,810,30.3,Republicans,0,1
4327,Utah,49,183960,834,30.3,Republicans,0,1
4328,Utah,49,184382,834,30.3,Republicans,0,1
4329,Utah,49,190044,849,30.3,Republicans,0,1
4330,Utah,49,192087,863,30.3,Republicans,0,1
4331,Utah,49,193809,868,30.3,Republicans,0,1
4332,Utah,49,195744,871,30.3,Republicans,0,1
4333,Utah,49,198260,890,30.3,Republicans,0,1
4334,Utah,49,202220,906,30.3,Republicans,0,1
4335,Utah,49,206255,918,30.3,Republicans,0,1
4336,Utah,49,209258,926,30.3,Republicans,0,1
4337,Utah,49,212844,939,30.3,Republicans,0,1
4338,Utah,49,215407,939,30.3,Republicans,0,1
4339,Utah,49,217638,949,30.3,Republicans,0,1
4340,Utah,49,219971,972,30.3,Republicans,0,1
4341,Utah,49,222545,995,30.3,Republicans,0,1
4342,Utah,49,225946,1016,30.3,Republicans,0,1
4343,Utah,49,228146,1027,30.3,Republicans,0,1
4344,Utah,49,231821,1039,30.3,Republicans,0,1
4345,Utah,49,233904,1055,30.3,Republicans,0,1
4346,Utah,49,235872,1065,30.3,Republicans,0,1
4347,Utah,49,237787,1078,30.3,Republicans,0,1
4348,Utah,49,240715,1102,30.3,Republicans,0,1
4349,Utah,49,243918,1126,30.3,Republicans,0,1
4350,Utah,49,246562,1140,30.3,Republicans,0,1
4351,Utah,49,248970,1148,30.3,Republicans,0,1
4352,Utah,49,250964,1155,30.3,Republicans,0,1
4353,Utah,49,252783,1163,30.3,Republicans,0,1
4354,Utah,49,255085,1175,30.3,Republicans,0,1
4355,Utah,49,257697,1196,30.3,Republicans,0,1
4356,Utah,49,260589,1205,30.3,Republicans,0,1
4357,Utah,49,260589,1205,30.3,Republicans,0,1
4358,Utah,49,264078,1212,30.3,Republicans,0,1
4359,Utah,49,264874,1214,30.3,Republicans,0,1
4360,Utah,49,266590,1223,30.3,Republicans,0,1
4361,Utah,49,269326,1238,30.3,Republicans,0,1
4362,Utah,49,271940,1259,30.3,Republicans,0,1
4363,Utah,49,276612,1270,30.3,Republicans,0,1
4364,Utah,49,276612,1273,30.3,Republicans,0,1
4365,Utah,49,281747,1294,30.3,Republicans,0,1
4366,Utah,49,283473,1301,30.3,Republicans,0,1
